t_ms,x_mm,y_mm,z_mm,dx_mm,dy_mm,dz_mm,x_pulse,y_pulse,z_pulse
232,-22.000000,2.843750,1.500000,-1.000000,0.015625,0.000000,-22000,2844,1500
233,-23.000000,2.859375,1.500000,-1.000000,0.015625,0.000000,-23000,2859,1500
234,-24.000000,2.875000,1.500000,-1.000000,0.015625,0.000000,-24000,2875,1500
235,-25.000000,2.890625,1.500000,-1.000000,0.015625,0.000000,-25000,2891,1500
236,-26.000000,2.906250,1.500000,-1.000000,0.015625,0.000000,-26000,2906,1500
237,-27.000000,2.921875,1.500000,-1.000000,0.015625,0.000000,-27000,2922,1500
238,-28.000000,2.937500,1.500000,-1.000000,0.015625,0.000000,-28000,2938,1500
239,-29.000000,2.953125,1.500000,-1.000000,0.015625,0.000000,-29000,2953,1500
240,-30.000000,2.968750,1.500000,-1.000000,0.015625,0.000000,-30000,2969,1500
241,-31.000000,2.984375,1.500000,-1.000000,0.015625,0.000000,-31000,2984,1500
242,-32.000000,3.000000,1.500000,-1.000000,0.015625,0.000000,-32000,3000,1500
243,-33.000000,3.015625,1.500000,-1.000000,0.015625,0.000000,-33000,3016,1500
244,-34.000000,3.031250,1.500000,-1.000000,0.015625,0.000000,-34000,3031,1500
245,-35.000000,3.046875,1.500000,-1.000000,0.015625,0.000000,-35000,3047,1500
246,-36.000000,3.062500,1.500000,-1.000000,0.015625,0.000000,-36000,3062,1500
247,-37.000000,3.078125,1.500000,-1.000000,0.015625,0.000000,-37000,3078,1500
248,-38.000000,3.093750,1.500000,-1.000000,0.015625,0.000000,-38000,3094,1500
249,-39.000000,3.109375,1.500000,-1.000000,0.015625,0.000000,-39000,3109,1500
250,-40.000000,3.125000,1.500000,-1.000000,0.015625,0.000000,-40000,3125,1500
251,-41.000000,3.140625,1.500000,-1.000000,0.015625,0.000000,-41000,3141,1500
252,-42.000000,3.156250,1.500000,-1.000000,0.015625,0.000000,-42000,3156,1500
253,-43.000000,3.171875,1.500000,-1.000000,0.015625,0.000000,-43000,3172,1500
254,-44.000000,3.187500,1.500000,-1.000000,0.015625,0.000000,-44000,3188,1500
255,-45.000000,3.203125,1.500000,-1.000000,0.015625,0.000000,-45000,3203,1500
256,-46.000000,3.218750,1.500000,-1.000000,0.015625,0.000000,-46000,3219,1500
257,-47.000000,3.234375,1.500000,-1.000000,0.015625,0.000000,-47000,3234,1500
258,-48.000000,3.250000,1.500000,-1.000000,0.015625,0.000000,-48000,3250,1500
259,-49.000000,3.265625,1.500000,-1.000000,0.015625,0.000000,-49000,3266,1500
260,-50.000000,3.281250,1.500000,-1.000000,0.015625,0.000000,-50000,3281,1500
261,-51.000000,3.296875,1.500000,-1.000000,0.015625,0.000000,-51000,3297,1500
262,-52.000000,3.312500,1.500000,-1.000000,0.015625,0.000000,-52000,3313,1500
263,-53.000000,3.328125,1.500000,-1.000000,0.015625,0.000000,-53000,3328,1500
264,-54.000000,3.343750,1.500000,-1.000000,0.015625,0.000000,-54000,3344,1500
265,-55.000000,3.359375,1.500000,-1.000000,0.015625,0.000000,-55000,3359,1500
266,-56.000000,3.375000,1.500000,-1.000000,0.015625,0.000000,-56000,3375,1500
267,-57.000000,3.390625,1.500000,-1.000000,0.015625,0.000000,-57000,3391,1500
268,-58.000000,3.406250,1.500000,-1.000000,0.015625,0.000000,-58000,3406,1500
269,-59.000000,3.421875,1.500000,-1.000000,0.015625,0.000000,-59000,3422,1500
270,-60.000000,3.437500,1.500000,-1.000000,0.015625,0.000000,-60000,3438,1500
271,-61.000000,3.453125,1.500000,-1.000000,0.015625,0.000000,-61000,3453,1500
272,-62.000000,3.468750,1.500000,-1.000000,0.015625,0.000000,-62000,3469,1500
273,-63.000000,3.484375,1.500000,-1.000000,0.015625,0.000000,-63000,3484,1500
274,-64.000000,3.500000,1.500000,-1.000000,0.015625,0.000000,-64000,3500,1500
275,-65.000000,3.515625,1.500000,-1.000000,0.015625,0.000000,-65000,3516,1500
276,-66.000000,3.531250,1.500000,-1.000000,0.015625,0.000000,-66000,3531,1500
277,-67.000000,3.546875,1.500000,-1.000000,0.015625,0.000000,-67000,3547,1500
278,-68.000000,3.562500,1.500000,-1.000000,0.015625,0.000000,-68000,3563,1500
279,-69.000000,3.578125,1.500000,-1.000000,0.015625,0.000000,-69000,3578,1500
280,-70.000000,3.593750,1.500000,-1.000000,0.015625,0.000000,-70000,3594,1500
281,-71.000000,3.609375,1.500000,-1.000000,0.015625,0.000000,-71000,3609,1500
282,-72.000000,3.625000,1.500000,-1.000000,0.015625,0.000000,-72000,3625,1500
283,-73.000000,3.640625,1.500000,-1.000000,0.015625,0.000000,-73000,3641,1500
284,-74.000000,3.656250,1.500000,-1.000000,0.015625,0.000000,-74000,3656,1500
285,-75.000000,3.671875,1.500000,-1.000000,0.015625,0.000000,-75000,3672,1500
286,-76.000000,3.687500,1.500000,-1.000000,0.015625,0.000000,-76000,3688,1500
287,-77.000000,3.703125,1.500000,-1.000000,0.015625,0.000000,-77000,3703,1500
288,-78.000000,3.718750,1.500000,-1.000000,0.015625,0.000000,-78000,3719,1500
289,-79.000000,3.734375,1.500000,-1.000000,0.015625,0.000000,-79000,3734,1500
290,-80.000000,3.750000,1.500000,-1.000000,0.015625,0.000000,-80000,3750,1500
291,-81.000000,3.765625,1.500000,-1.000000,0.015625,0.000000,-81000,3766,1500
292,-82.000000,3.781250,1.500000,-1.000000,0.015625,0.000000,-82000,3781,1500
293,-83.000000,3.796875,1.500000,-1.000000,0.015625,0.000000,-83000,3797,1500
294,-84.000000,3.812500,1.500000,-1.000000,0.015625,0.000000,-84000,3812,1500
295,-85.000000,3.828125,1.500000,-1.000000,0.015625,0.000000,-85000,3828,1500
296,-86.000000,3.843750,1.500000,-1.000000,0.015625,0.000000,-86000,3844,1500
297,-87.000000,3.859375,1.500000,-1.000000,0.015625,0.000000,-87000,3859,1500
298,-88.000000,3.875000,1.500000,-1.000000,0.015625,0.000000,-88000,3875,1500
299,-89.000000,3.890625,1.500000,-1.000000,0.015625,0.000000,-89000,3891,1500
300,-90.000000,3.906250,1.500000,-1.000000,0.015625,0.000000,-90000,3906,1500
301,-91.000000,3.921875,1.500000,-1.000000,0.015625,0.000000,-91000,3922,1500
302,-92.000000,3.937500,1.500000,-1.000000,0.015625,0.000000,-92000,3938,1500
303,-93.000000,3.953125,1.500000,-1.000000,0.015625,0.000000,-93000,3953,1500
304,-94.000000,3.968750,1.500000,-1.000000,0.015625,0.000000,-94000,3969,1500
305,-95.000000,3.984375,1.500000,-1.000000,0.015625,0.000000,-95000,3984,1500
306,-96.000000,4.000000,1.500000,-1.000000,0.015625,0.000000,-96000,4000,1500
307,-97.000000,4.015625,1.500000,-1.000000,0.015625,0.000000,-97000,4016,1500
308,-98.000000,4.031250,1.500000,-1.000000,0.015625,0.000000,-98000,4031,1500
309,-99.000000,4.046875,1.500000,-1.000000,0.015625,0.000000,-99000,4047,1500
310,-100.000000,4.062500,1.500000,-1.000000,0.015625,0.000000,-100000,4063,1500
311,-101.000000,4.078125,1.500000,-1.000000,0.015625,0.000000,-101000,4078,1500
312,-102.000000,4.093750,1.500000,-1.000000,0.015625,0.000000,-102000,4094,1500
313,-103.000000,4.109375,1.500000,-1.000000,0.015625,0.000000,-103000,4109,1500
314,-104.000000,4.125000,1.500000,-1.000000,0.015625,0.000000,-104000,4125,1500
315,-105.000000,4.140625,1.500000,-1.000000,0.015625,0.000000,-105000,4141,1500
316,-106.000000,4.156250,1.500000,-1.000000,0.015625,0.000000,-106000,4156,1500
317,-107.000000,4.171875,1.500000,-1.000000,0.015625,0.000000,-107000,4172,1500
318,-108.000000,4.187500,1.500000,-1.000000,0.015625,0.000000,-108000,4188,1500
319,-109.000000,4.203125,1.500000,-1.000000,0.015625,0.000000,-109000,4203,1500
320,-110.000000,4.218750,1.500000,-1.000000,0.015625,0.000000,-110000,4219,1500
321,-110.995000,4.234297,1.500000,-0.995000,0.015547,0.000000,-110995,4234,1500
322,-111.980000,4.249688,1.500000,-0.985000,0.015391,0.000000,-111980,4250,1500
323,-112.955000,4.264922,1.500000,-0.975000,0.015234,0.000000,-112955,4265,1500
324,-113.920000,4.280000,1.500000,-0.965000,0.015078,0.000000,-113920,4280,1500
325,-114.875000,4.294922,1.500000,-0.955000,0.014922,0.000000,-114875,4295,1500
326,-115.820000,4.309687,1.500000,-0.945000,0.014766,0.000000,-115820,4310,1500
327,-116.755000,4.324297,1.500000,-0.935000,0.014609,0.000000,-116755,4324,1500
328,-117.680000,4.338750,1.500000,-0.925000,0.014453,0.000000,-117680,4339,1500
329,-118.595000,4.353047,1.500000,-0.915000,0.014297,0.000000,-118595,4353,1500
330,-119.500000,4.367188,1.500000,-0.905000,0.014141,0.000000,-119500,4367,1500
331,-120.395000,4.381172,1.500000,-0.895000,0.013984,0.000000,-120395,4381,1500
332,-121.280000,4.395000,1.500000,-0.885000,0.013828,0.000000,-121280,4395,1500
333,-122.155000,4.408672,1.500000,-0.875000,0.013672,0.000000,-122155,4409,1500
334,-123.020000,4.422188,1.500000,-0.865000,0.013516,0.000000,-123020,4422,1500
335,-123.875000,4.435547,1.500000,-0.855000,0.013359,0.000000,-123875,4436,1500
336,-124.720000,4.448750,1.500000,-0.845000,0.013203,0.000000,-124720,4449,1500
337,-125.555000,4.461797,1.500000,-0.835000,0.013047,0.000000,-125555,4462,1500
338,-126.380000,4.474688,1.500000,-0.825000,0.012891,0.000000,-126380,4475,1500
339,-127.195000,4.487422,1.500000,-0.815000,0.012734,0.000000,-127195,4487,1500
340,-128.000000,4.500000,1.500000,-0.805000,0.012578,0.000000,-128000,4500,1500
341,-128.795000,4.512422,1.500000,-0.795000,0.012422,0.000000,-128795,4512,1500
342,-129.580000,4.524687,1.500000,-0.785000,0.012266,0.000000,-129580,4525,1500
343,-130.355000,4.536797,1.500000,-0.775000,0.012109,0.000000,-130355,4537,1500
344,-131.120000,4.548750,1.500000,-0.765000,0.011953,0.000000,-131120,4549,1500
345,-131.875000,4.560547,1.500000,-0.755000,0.011797,0.000000,-131875,4561,1500
346,-132.620000,4.572188,1.500000,-0.745000,0.011641,0.000000,-132620,4572,1500
347,-133.355000,4.583672,1.500000,-0.735000,0.011484,0.000000,-133355,4584,1500
348,-134.080000,4.595000,1.500000,-0.725000,0.011328,0.000000,-134080,4595,1500
349,-134.795000,4.606172,1.500000,-0.715000,0.011172,0.000000,-134795,4606,1500
350,-135.500000,4.617188,1.500000,-0.705000,0.011016,0.000000,-135500,4617,1500
351,-136.195000,4.628047,1.500000,-0.695000,0.010859,0.000000,-136195,4628,1500
352,-136.880000,4.638750,1.500000,-0.685000,0.010703,0.000000,-136880,4639,1500
353,-137.555000,4.649297,1.500000,-0.675000,0.010547,0.000000,-137555,4649,1500
354,-138.220000,4.659688,1.500000,-0.665000,0.010391,0.000000,-138220,4660,1500
355,-138.875000,4.669922,1.500000,-0.655000,0.010234,0.000000,-138875,4670,1500
356,-139.520000,4.680000,1.500000,-0.645000,0.010078,0.000000,-139520,4680,1500
357,-140.155000,4.689922,1.500000,-0.635000,0.009922,0.000000,-140155,4690,1500
358,-140.780000,4.699687,1.500000,-0.625000,0.009766,0.000000,-140780,4700,1500
359,-141.395000,4.709297,1.500000,-0.615000,0.009609,0.000000,-141395,4709,1500
360,-142.000000,4.718750,1.500000,-0.605000,0.009453,0.000000,-142000,4719,1500
361,-142.595000,4.728047,1.500000,-0.595000,0.009297,0.000000,-142595,4728,1500
362,-143.180000,4.737187,1.500000,-0.585000,0.009141,0.000000,-143180,4737,1500
363,-143.755000,4.746172,1.500000,-0.575000,0.008984,0.000000,-143755,4746,1500
364,-144.320000,4.755000,1.500000,-0.565000,0.008828,0.000000,-144320,4755,1500
365,-144.875000,4.763672,1.500000,-0.555000,0.008672,0.000000,-144875,4764,1500
366,-145.420000,4.772187,1.500000,-0.545000,0.008516,0.000000,-145420,4772,1500
367,-145.955000,4.780547,1.500000,-0.535000,0.008359,0.000000,-145955,4781,1500
368,-146.480000,4.788750,1.500000,-0.525000,0.008203,0.000000,-146480,4789,1500
369,-146.995000,4.796797,1.500000,-0.515000,0.008047,0.000000,-146995,4797,1500
370,-147.500000,4.804688,1.500000,-0.505000,0.007891,0.000000,-147500,4805,1500
371,-147.995000,4.812422,1.500000,-0.495000,0.007734,0.000000,-147995,4812,1500
372,-148.480000,4.820000,1.500000,-0.485000,0.007578,0.000000,-148480,4820,1500
373,-148.955000,4.827422,1.500000,-0.475000,0.007422,0.000000,-148955,4827,1500
374,-149.420000,4.834687,1.500000,-0.465000,0.007266,0.000000,-149420,4835,1500
375,-149.875000,4.841797,1.500000,-0.455000,0.007109,0.000000,-149875,4842,1500
376,-150.320000,4.848750,1.500000,-0.445000,0.006953,0.000000,-150320,4849,1500
377,-150.755000,4.855547,1.500000,-0.435000,0.006797,0.000000,-150755,4856,1500
378,-151.180000,4.862188,1.500000,-0.425000,0.006641,0.000000,-151180,4862,1500
379,-151.595000,4.868672,1.500000,-0.415000,0.006484,0.000000,-151595,4869,1500
380,-152.000000,4.875000,1.500000,-0.405000,0.006328,0.000000,-152000,4875,1500
381,-152.395000,4.881172,1.500000,-0.395000,0.006172,0.000000,-152395,4881,1500
382,-152.780000,4.887187,1.500000,-0.385000,0.006016,0.000000,-152780,4887,1500
383,-153.155000,4.893047,1.499902,-0.375000,0.005859,-0.000098,-153155,4893,1500
384,-153.520000,4.898750,1.499340,-0.365000,0.005703,-0.000562,-153520,4899,1499
385,-153.875000,4.904297,1.498278,-0.355000,0.005547,-0.001062,-153875,4904,1498
386,-154.220000,4.909688,1.496715,-0.345000,0.005391,-0.001562,-154220,4910,1497
387,-154.555000,4.914922,1.494653,-0.335000,0.005234,-0.002062,-154555,4915,1495
388,-154.880000,4.920000,1.492090,-0.325000,0.005078,-0.002562,-154880,4920,1492
389,-155.195000,4.924922,1.489028,-0.315000,0.004922,-0.003062,-155195,4925,1489
390,-155.500000,4.929688,1.485465,-0.305000,0.004766,-0.003562,-155500,4930,1485
391,-155.795000,4.934297,1.481403,-0.295000,0.004609,-0.004062,-155795,4934,1481
392,-156.080000,4.938750,1.476841,-0.285000,0.004453,-0.004562,-156080,4939,1477
393,-156.355000,4.943047,1.471778,-0.275000,0.004297,-0.005062,-156355,4943,1472
394,-156.620000,4.947188,1.466216,-0.265000,0.004141,-0.005562,-156620,4947,1466
395,-156.875000,4.951172,1.460153,-0.255000,0.003984,-0.006062,-156875,4951,1460
396,-157.120000,4.955000,1.453591,-0.245000,0.003828,-0.006562,-157120,4955,1454
397,-157.355000,4.958672,1.446528,-0.235000,0.003672,-0.007062,-157355,4959,1447
398,-157.580000,4.962188,1.438966,-0.225000,0.003516,-0.007562,-157580,4962,1439
399,-157.795000,4.965547,1.430904,-0.215000,0.003359,-0.008062,-157795,4966,1431
400,-158.000000,4.968750,1.422341,-0.205000,0.003203,-0.008562,-158000,4969,1422
401,-158.195000,4.971797,1.413279,-0.195000,0.003047,-0.009062,-158195,4972,1413
402,-158.380000,4.974687,1.403716,-0.185000,0.002891,-0.009562,-158380,4975,1404
403,-158.555000,4.977422,1.393654,-0.175000,0.002734,-0.010062,-158555,4977,1394
404,-158.720000,4.980000,1.383092,-0.165000,0.002578,-0.010562,-158720,4980,1383
405,-158.875000,4.982422,1.372029,-0.155000,0.002422,-0.011062,-158875,4982,1372
406,-159.020000,4.984687,1.360467,-0.145000,0.002266,-0.011562,-159020,4985,1360
407,-159.155000,4.986797,1.348404,-0.135000,0.002109,-0.012062,-159155,4987,1348
408,-159.280000,4.988750,1.335842,-0.125000,0.001953,-0.012562,-159280,4989,1336
409,-159.395000,4.990547,1.322779,-0.115000,0.001797,-0.013062,-159395,4991,1323
410,-159.500000,4.992188,1.309217,-0.105000,0.001641,-0.013562,-159500,4992,1309
411,-159.595000,4.993672,1.295155,-0.095000,0.001484,-0.014062,-159595,4994,1295
412,-159.680000,4.995000,1.280592,-0.085000,0.001328,-0.014562,-159680,4995,1281
413,-159.755000,4.996172,1.265530,-0.075000,0.001172,-0.015062,-159755,4996,1266
414,-159.820000,4.997187,1.249967,-0.065000,0.001016,-0.015562,-159820,4997,1250
415,-159.875000,4.998047,1.233905,-0.055000,0.000859,-0.016062,-159875,4998,1234
416,-159.920000,4.998750,1.217342,-0.045000,0.000703,-0.016562,-159920,4999,1217
417,-159.955000,4.999297,1.200280,-0.035000,0.000547,-0.017062,-159955,4999,1200
418,-159.980000,4.999688,1.182718,-0.025000,0.000391,-0.017562,-159980,5000,1183
419,-159.995000,4.999922,1.164655,-0.015000,0.000234,-0.018062,-159995,5000,1165
420,-160.000000,5.000000,1.146093,-0.005000,0.000078,-0.018562,-160000,5000,1146
421,-160.000000,5.000000,1.127030,0.000000,0.000000,-0.019062,-160000,5000,1127
422,-160.000000,5.000000,1.107468,0.000000,0.000000,-0.019562,-160000,5000,1107
423,-160.000000,5.000000,1.087405,0.000000,0.000000,-0.020062,-160000,5000,1087
424,-160.000000,5.000000,1.066843,0.000000,0.000000,-0.020562,-160000,5000,1067
425,-160.000000,5.000000,1.045781,0.000000,0.000000,-0.021062,-160000,5000,1046
426,-160.000000,5.000000,1.024218,0.000000,0.000000,-0.021562,-160000,5000,1024
427,-160.000000,5.000000,1.002156,0.000000,0.000000,-0.022062,-160000,5000,1002
428,-160.000000,5.000000,0.979593,0.000000,0.000000,-0.022562,-160000,5000,980
429,-160.000000,5.000000,0.956531,0.000000,0.000000,-0.023062,-160000,5000,957
430,-160.000000,5.000000,0.932969,0.000000,0.000000,-0.023562,-160000,5000,933
431,-160.000000,5.000000,0.908906,0.000000,0.000000,-0.024062,-160000,5000,909
432,-160.000000,5.000000,0.884344,0.000000,0.000000,-0.024562,-160000,5000,884
433,-160.000000,5.000000,0.859281,0.000000,0.000000,-0.025062,-160000,5000,859
434,-160.000000,5.000000,0.833719,0.000000,0.000000,-0.025562,-160000,5000,834
435,-160.000000,5.000000,0.807656,0.000000,0.000000,-0.026062,-160000,5000,808
436,-160.000000,5.000000,0.781094,0.000000,0.000000,-0.026562,-160000,5000,781
437,-160.000000,5.000000,0.754032,0.000000,0.000000,-0.027062,-160000,5000,754
438,-160.000000,5.000000,0.726469,0.000000,0.000000,-0.027562,-160000,5000,726
439,-160.000000,5.000000,0.698407,0.000000,0.000000,-0.028062,-160000,5000,698
440,-160.000000,5.000000,0.669844,0.000000,0.000000,-0.028562,-160000,5000,670
441,-160.000000,5.000000,0.640782,0.000000,0.000000,-0.029062,-160000,5000,641
442,-160.000000,5.000000,0.611219,0.000000,0.000000,-0.029562,-160000,5000,611
443,-160.000000,5.000000,0.581157,0.000000,0.000000,-0.030062,-160000,5000,581
444,-160.000000,5.000000,0.550595,0.000000,0.000000,-0.030562,-160000,5000,551
445,-160.000000,5.000000,0.519532,0.000000,0.000000,-0.031062,-160000,5000,520
446,-160.000000,5.000000,0.487970,0.000000,0.000000,-0.031562,-160000,5000,488
447,-160.000000,5.000000,0.455907,0.000000,0.000000,-0.032062,-160000,5000,456
448,-160.000000,5.000000,0.423345,0.000000,0.000000,-0.032562,-160000,5000,423
449,-160.000000,5.000000,0.390282,0.000000,0.000000,-0.033062,-160000,5000,390
450,-160.000000,5.000000,0.356720,0.000000,0.000000,-0.033562,-160000,5000,357
451,-160.000000,5.000000,0.322979,0.000000,0.000000,-0.033741,-160000,5000,323
452,-160.000000,5.000000,0.289718,0.000000,0.000000,-0.033261,-160000,5000,290
453,-160.000000,5.000000,0.256957,0.000000,0.000000,-0.032761,-160000,5000,257
454,-160.000000,5.000000,0.224696,0.000000,0.000000,-0.032261,-160000,5000,225
455,-160.000000,5.000000,0.192935,0.000000,0.000000,-0.031761,-160000,5000,193
456,-160.000000,5.000000,0.161674,0.000000,0.000000,-0.031261,-160000,5000,162
457,-160.000000,5.000000,0.130914,0.000000,0.000000,-0.030761,-160000,5000,131
458,-160.000000,5.000000,0.100653,0.000000,0.000000,-0.030261,-160000,5000,101
459,-160.000000,5.000000,0.070892,0.000000,0.000000,-0.029761,-160000,5000,71
460,-160.000000,5.000000,0.041631,0.000000,0.000000,-0.029261,-160000,5000,42
461,-160.000000,5.000000,0.012870,0.000000,0.000000,-0.028761,-160000,5000,13
462,-160.000000,5.000000,-0.015391,0.000000,0.000000,-0.028261,-160000,5000,-15
463,-160.000000,5.000000,-0.043152,0.000000,0.000000,-0.027761,-160000,5000,-43
464,-160.000000,5.000000,-0.070413,0.000000,0.000000,-0.027261,-160000,5000,-70
465,-160.000000,5.000000,-0.097173,0.000000,0.000000,-0.026761,-160000,5000,-97
466,-160.000000,5.000000,-0.123434,0.000000,0.000000,-0.026261,-160000,5000,-123
467,-160.000000,5.000000,-0.149195,0.000000,0.000000,-0.025761,-160000,5000,-149
468,-160.000000,5.000000,-0.174456,0.000000,0.000000,-0.025261,-160000,5000,-174
469,-160.000000,5.000000,-0.199217,0.000000,0.000000,-0.024761,-160000,5000,-199
470,-160.000000,5.000000,-0.223478,0.000000,0.000000,-0.024261,-160000,5000,-223
471,-160.000000,5.000000,-0.247239,0.000000,0.000000,-0.023761,-160000,5000,-247
472,-160.000000,5.000000,-0.270500,0.000000,0.000000,-0.023261,-160000,5000,-270
473,-160.000000,5.000000,-0.293260,0.000000,0.000000,-0.022761,-160000,5000,-293
474,-160.000000,5.000000,-0.315521,0.000000,0.000000,-0.022261,-160000,5000,-316
475,-160.000000,5.000000,-0.337282,0.000000,0.000000,-0.021761,-160000,5000,-337
476,-160.000000,5.000000,-0.358543,0.000000,0.000000,-0.021261,-160000,5000,-359
477,-160.000000,5.000000,-0.379304,0.000000,0.000000,-0.020761,-160000,5000,-379
478,-160.000000,5.000000,-0.399565,0.000000,0.000000,-0.020261,-160000,5000,-400
479,-160.000000,5.000000,-0.419326,0.000000,0.000000,-0.019761,-160000,5000,-419
480,-160.000000,5.000000,-0.438587,0.000000,0.000000,-0.019261,-160000,5000,-439
481,-160.000000,5.000000,-0.457347,0.000000,0.000000,-0.018761,-160000,5000,-457
482,-160.000000,5.000000,-0.475608,0.000000,0.000000,-0.018261,-160000,5000,-476
483,-160.000000,5.000000,-0.493369,0.000000,0.000000,-0.017761,-160000,5000,-493
484,-160.000000,5.000000,-0.510630,0.000000,0.000000,-0.017261,-160000,5000,-511
485,-160.000000,5.000000,-0.527391,0.000000,0.000000,-0.016761,-160000,5000,-527
486,-160.000000,5.000000,-0.543652,0.000000,0.000000,-0.016261,-160000,5000,-544
487,-160.000000,5.000000,-0.559413,0.000000,0.000000,-0.015761,-160000,5000,-559
488,-160.000000,5.000000,-0.574674,0.000000,0.000000,-0.015261,-160000,5000,-575
489,-160.000000,5.000000,-0.589434,0.000000,0.000000,-0.014761,-160000,5000,-589
490,-160.000000,5.000000,-0.603695,0.000000,0.000000,-0.014261,-160000,5000,-604
491,-160.000000,5.000000,-0.617456,0.000000,0.000000,-0.013761,-160000,5000,-617
492,-160.000000,5.000000,-0.630717,0.000000,0.000000,-0.013261,-160000,5000,-631
493,-160.000000,5.000000,-0.643478,0.000000,0.000000,-0.012761,-160000,5000,-643
494,-160.000000,5.000000,-0.655739,0.000000,0.000000,-0.012261,-160000,5000,-656
495,-160.000000,5.000000,-0.667500,0.000000,0.000000,-0.011761,-160000,5000,-667
496,-160.000000,5.000000,-0.678761,0.000000,0.000000,-0.011261,-160000,5000,-679
497,-160.000000,5.000000,-0.689521,0.000000,0.000000,-0.010761,-160000,5000,-690
498,-160.000000,5.000000,-0.699782,0.000000,0.000000,-0.010261,-160000,5000,-700
499,-160.000000,5.000000,-0.709543,0.000000,0.000000,-0.009761,-160000,5000,-710
500,-160.000000,5.000000,-0.718804,0.000000,0.000000,-0.009261,-160000,5000,-719
501,-160.000000,5.000000,-0.727565,0.000000,0.000000,-0.008761,-160000,5000,-728
502,-160.000000,5.000000,-0.735826,0.000000,0.000000,-0.008261,-160000,5000,-736
503,-160.000000,5.000000,-0.743587,0.000000,0.000000,-0.007761,-160000,5000,-744
504,-160.000000,5.000000,-0.750848,0.000000,0.000000,-0.007261,-160000,5000,-751
505,-160.000000,5.000000,-0.757608,0.000000,0.000000,-0.006761,-160000,5000,-758
506,-160.000000,5.000000,-0.763869,0.000000,0.000000,-0.006261,-160000,5000,-764
507,-160.000000,5.000000,-0.769630,0.000000,0.000000,-0.005761,-160000,5000,-770
508,-160.000000,5.000000,-0.774891,0.000000,0.000000,-0.005261,-160000,5000,-775
509,-160.000000,5.000000,-0.779652,0.000000,0.000000,-0.004761,-160000,5000,-780
510,-160.000000,5.000000,-0.783913,0.000000,0.000000,-0.004261,-160000,5000,-784
511,-160.000000,5.000000,-0.787674,0.000000,0.000000,-0.003761,-160000,5000,-788
512,-160.000000,5.000000,-0.790935,0.000000,0.000000,-0.003261,-160000,5000,-791
513,-160.000000,5.000000,-0.793695,0.000000,0.000000,-0.002761,-160000,5000,-794
514,-160.000000,5.000000,-0.795956,0.000000,0.000000,-0.002261,-160000,5000,-796
515,-160.000000,5.000000,-0.797717,0.000000,0.000000,-0.001761,-160000,5000,-798
516,-160.000000,5.000000,-0.798978,0.000000,0.000000,-0.001261,-160000,5000,-799
517,-160.000000,5.000000,-0.799739,0.000000,0.000000,-0.000761,-160000,5000,-800
518,-160.000000,5.000000,-0.800000,0.000000,0.000000,-0.000261,-160000,5000,-800
519,-160.000000,5.000000,-0.800000,0.000000,0.000000,-0.000000,-160000,5000,-800
520,-160.000000,5.000000,-0.800000,0.000000,0.000000,0.000000,-160000,5000,-800
